RRT - sent_id,RRT - verb position,RRT - verb lemma,DCV - unit,DCV - frame
test-337,15,reduce,1,"GN [ac]"
train-417,12,exista,1,"GN [nom]"
train-2703,2,împărți,2,"GN [nom]|GP [după / în]|GN [ac]"
train-7556,10,transforma,1,"GP [din / de la]|GN [nom]|_|GP [în]"
train-1079,4,vedea,2,"_|_|GN [ac] / V [se]|GP [] / GP [] / GAdj [ac] / GV [ger. / part.] / GN [ac] / GV [că] / GV [unde / cum…]"
train-1580,11,beneficia,1,"GN [nom]|GP [de]|_"
train-7783,11,justifica,2,"GN [ac]"
test-408,12,însemna,1,"GN [nom] / GV [că] / GV [să] / V [inf.]|GN [nom] / GV [să] / GV [dacă] / V [inf.]|GP [pentru]"
train-2287,18,culege,1,"GN [ac]"
train-2555,18,dovedi,1,"GN [nom]|GN [ac] / GV [că]"
train-429,9,face,1,"GN [ac]"
train-3006,8,depăși,1,"GN [nom]|GN [ac]"
train-1002,2,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]|_"
dev-485,3,intra,1,"GN [nom]|GP [] / GAdv []|_"
train-799,17,depune,1,"GN [nom]|GN [ac]|GP [la]"
train-2090,10,sta,2,"GN [nom]|GP [] / GAdv []|GP [] / GAdj [nom]"
train-894,3,semnala,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…] / GP [despre]|_"
train-860,8,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-2758,10,auzi,1,"GV [ger.] / GV [că] / GV [unde / cum…]|_|_|GN [ac]"
train-1384,12,încerca,1,"V [să]"
train-1227,18,dispune,3,"GP [de]"
train-7959,2,modifica,2,"GN [ac]"
train-529,9,apărea,1,"GN [nom]|GP [] / GAdv []|GP [] / GAdv []"
train-35,51,angaja,2,"_|_|GP [pentru / la / în]"
train-326,1,ajunge,1,"GP []|GP []"
dev-118,10,remarca,2,"_|_|GN [nom]"
test-719,1,presupune,1,"GV [că] / GN [ac]"
train-3357,8,bate,7,"_|GN [nom]|_"
dev-662,8,sosi,1,"GP [] / GN [dat] / GAdv []|GP []|GN [nom]"
train-1595,46,dispune,3,"GP [de]|GN [nom]"
dev-139,4,anunța,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-547,28,vorbi,1,"GP [] / GAdv []"
test-29,2,duce,11,"GN [nom]|GP []|GP [] / GAdv []|GP []|GP [cu / pe]"
train-387,18,afla,2,"GN [nom]|_|GP [] / GAdv []"
train-2189,11,depăși,1,"GP []|GN [nom]|_|GN [ac]|_"
train-2405,9,avea,1,"GN [ac]|GN [nom]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-7121,16,juca,3,"GN [nom]|GN [ac]|GP [în / la / pentru]"
train-1985,10,primi,1,"GN [nom]|GN [ac]"
train-3032,4,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [nom]|GN [ac]|_"
train-1476,18,beneficia,1,"GN [nom]|_|GP [de]"
dev-639,22,merge,1,"GP []"
train-2275,6,relata,1,"GN [ac] / GP [despre] / GV [că] / GV [unde / cum…] / GV [-]"
dev-265,3,trata,2,"GP [] / GAdv []|GN [ac]"
train-1973,15,practica,1,"_|GN [nom]|GN [ac]|_|_"
train-2097,2,apărea,1,"GN [nom]|GP [] / GAdv []|_"
train-2746,4,acoperi,3,"GN [nom]|_|GN [ac]"
dev-193,29,evita,2,"GN [ac] / GV [(ca) să]"
train-7599,12,urma,1,"_|GN [nom]|GP [] / GAdv []|_"
train-655,12,iubi,2,"GN [ac]|GN [nom]"
test-19,18,suna,2,"GP [a / ca / precum] / GP [] / GAdv [] / GV [-]|_|GN [nom]"
dev-242,1,revendica,3,"_|GP [de la / din]"
train-654,5,părea,3,"_|GN [dat]|_|GV [că]"
dev-494,13,cunoaște,3,"_|GN [ac]|_"
train-3105,5,ploua,1,""
train-1920,8,intra,1,"GN [nom]|GP [] / GAdv []|GP []"
train-937,8,scrie,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-] / GV [(ca) să]|GP []"
train-1403,9,purta,8,"GN [ac]"
train-7535,7,deveni,1,"_|GN [nom]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
dev-43,3,opri,2,"GN [nom]|_"
train-2948,7,bate,3,"GN [nom]|GP [cu]|GP [pentru] / GV [(ca) să]"
train-1450,29,reuși,2,"GN [nom]|_|GN [ac] / GP [la / în]"
dev-304,17,conține,1,"GN [ac]"
train-7898,2,conține,1,"GN [nom]|GN [ac]"
train-8023,9,măsura,1,"GN [nom]|GN [ac]"
train-2304,3,vorbi,5,"GN [nom]|GP [despre / de]"
train-1005,7,deceda,1,"_|GN [nom]"
train-157,7,dispărea,3,"_|GN [nom]"
train-1049,1,urma,1,"GN [nom]"
train-7606,42,zbura,1,"GN [nom]|GP [] / GAdv []"
train-561,4,sta,3,"GN [nom]|GP [în]"
train-7588,22,activa,2,"GP [în / la]|GN [nom]"
train-8,5,trece,1,"GP [] / GAdv []|_|GP [prin / prin (fața, spatele) / pe / pe (la, lângă, sub…)]|GP []"
train-653,13,întâmpla,1,"GP [] / GAdv []|_|GN [nom] / GV [(ca) să] / GV [că]"
train-1032,4,monta,1,"GN [ac]"
train-2663,7,supune,2,"_|GN [nom]|_|GN [dat]"
train-1809,10,consemna,1,"GN [ac] / GV [că] / GV [unde / cum…]|_"
train-3351,6,porni,8,"GN [nom]|GN [ac]|GP [de la / din];GN [nom]|GP [de la]"
train-7524,7,depăși,1,"GN [nom]|GN [ac]"
test-706,1,calcula,1,"GN [ac]|_|_"
train-3065,14,ruga,2,"_|_|_"
train-3156,4,cunoaște,1,"GN [nom]|GN [ac] / V [se]"
train-40,17,organiza,1,"GN [ac]"
test-139,25,apăra,1,"GN [ac]"
train-2873,12,pleca,1,""
train-1597,32,munci,1,"GN [nom]|GP []|_"
train-7979,2,spune,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
dev-618,3,expune,1,"GN [ac]|_|_|GN [dat] / GP [în fața / la]"
test-464,10,muri,1,"GN [nom]|_"
train-792,6,oferi,3,"_|GN [nom]|GN [ac]|_"
train-2395,7,trece,1,"_|GP [] / GAdv []|GP []|_"
train-7776,7,afla,2,"GN [nom]|_|GP [] / GAdv []"
train-7825,8,specifica,1,"_|GN [ac] / GV [că] / GV [unde / cum…] / GV [că]"
train-2117,3,prinde,17,"V [să]|GN [nom]"
test-195,15,reuși,1,"V [să] / V [inf.]"
train-336,8,sta,2,"GP [] / GAdv []"
train-89,2,scăpa,7,"GN [dat]|GN [nom] / GV [că]|_"
dev-481,29,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]|_"
train-1897,9,genera,1,"_|GN [ac]"
train-357,2,ști,1,"GN [nom]|GV [că] / GV [unde / cum…] / GN [ac]"
train-3364,7,ajunge,11,"_|GN [nom]|GN [nom] / GAdj [nom] / GP [de] / V [de sup.]|_"
train-7799,53,rămâne,4,"GN [nom]|V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []"
train-3172,11,sta,2,"GN [nom]|_|GP [] / GAdv []"
train-1919,48,depăși,1,"GP []|GN [nom]|_|GN [ac]"
dev-87,9,lucra,1,"GP [ca] / GP [la / cu] / GP [la / în]"
train-1395,26,provoca,2,"GN [ac]"
train-199,9,vorbi,1,"GP [] / GAdv []|GN [nom]"
train-7170,11,impune,2,"GN [nom]|_|GN [ac] / GV [(ca) să]"
test-720,16,absorbi,1,"GN [ac]"
dev-131,3,ajunge,1,"GP []"
train-1366,11,relata,1,"GN [nom]|GN [dat]|GN [ac] / GP [despre] / GV [că] / GV [unde / cum…] / GV [-]"
test-644,1,privi,4,"GP [] / GAdv []|GN [ac]|_"
test-396,5,indica,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…]"
train-2444,18,muri,1,"_"
test-403,25,ajunge,5,"GN [nom]|GP [la / până la]"
train-3039,4,apăra,2,"GP [cu] / V [ger.]|_|GP [de / împotriva]"
train-1160,8,reuși,1,"_|V [să] / V [inf.]"
dev-537,12,circula,1,"GP []"
train-7107,16,feri,1,"_|GN [nom]|_|GP [de]|_"
train-7579,15,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-7568,25,afla,2,"_|GN [nom]|_|GP [] / GAdv []"
train-3402,7,utiliza,1,"_|GN [nom]|GN [ac]"
train-727,15,veni,1,"GP [] / GAdv []|GP []"
train-7099,18,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|_|GN [ac]"
train-2634,14,apăra,1,"GN [ac]"
train-7783,28,folosi,1,"GN [ac]"
train-7297,13,realiza,1,"GN [ac]"
train-1573,6,depinde,1,"GN [nom]|GP [de]"
train-442,24,vedea,2,"GP []|GN [ac] / V [se] / GV [că / unde / cum…]"
train-7885,4,citi,1,"GN [ac]|GP []|_"
train-1451,16,pregăti,1,"GN [nom]|GN [ac] / V [se]|GV [să] / GP [de / pentru]"
train-756,21,deveni,1,"_|_|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
train-2518,2,scrie,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-] / GV [(ca) să]|GN [nom]"
dev-668,7,ucide,1,"_|GN [ac]|_|_"
train-2201,4,ajunge,5,"GN [nom]|_|GP [la / până la]"
train-2217,5,repeta,2,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-546,6,citi,1,"GN [nom]|GN [ac]|_"
train-154,8,scoate,3,"_|GN [nom]|GN [ac]"
train-386,3,trece,1,"GP [] / GAdv []|_|GN [nom]"
dev-718,9,cere,1,"GN [nom]|GN [dat] / GP [de la]|GN [ac] / GV [(ca) să]"
train-3293,3,lupta,3,"GN [nom]|GP [pentru / împotriva] / GV [(ca) să]"
train-7525,10,concentra,1,"GN [nom]|GN [ac]"
train-1682,15,atesta,1,"GN [nom]|GN [ac] / GV [că]"
train-1004,4,simți,2,"GN [nom]|_|GAdj [nom] / GP [] / V [part.] / V [de sup.] / GN [nom]|_"
train-764,5,zice,1,"GN [nom]"
dev-749,15,egala,3,"GN [nom]|GN [ac]|GP [cu]"
train-7557,13,cunoaște,7,"GN [nom]|GN [ac]"
train-2337,1,adera,1,"GP [la]"
train-2172,13,înțelege,3,"GV [că] / GV [unde / cum…]"
train-7473,10,cuprinde,2,"_|GN [ac]"
train-2242,17,presupune,2,"GN [ac] / GV [(ca) să]|GN [nom]"
test-487,22,forma,4,"GN [nom]|_"
train-2487,16,lăsa,2,"GN [nom]|GV [(ca) să];GN [nom]|GN [ac]|GV [să];GN [nom]|V [part.]"
train-7169,31,arăta,1,"GN [nom]|GN [ac]"
train-1023,3,reuși,1,"GN [nom]|V [să] / V [inf.]"
train-2609,19,întoarce,1,"GP [] / GAdv []|_|GP []"
test-566,8,declara,1,"GN [nom]|_|GV [că] / GV [unde / cum…]"
train-2784,21,lăsa,9,"GN [nom]|GN [ac]|GN [dat]"
train-68,37,merge,1,"GP []|GN [nom]"
train-2970,15,rupe,3,"GN [nom]|GN [ac] / V [se]|GP [din / de]"
train-7793,16,corespunde,1,"GN [nom]|GN [dat] / GP [cu / la]"
train-1241,15,răspunde,2,"_|GP [la] / GN [dat]"
train-7808,2,avea,1,"GN [nom]|GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
train-262,6,căuta,1,"GP [] / GAdv []|GN [ac]|_"
train-3338,2,atârna,2,"GN [ac] / V [se]|GP [de / pe / în]"
train-3242,3,lua,2,"GN [ac]|GN [nom]|_"
train-2340,7,rosti,1,"GN [nom]|GN [ac]"
dev-167,10,genera,1,"GN [ac]"
train-1893,36,intra,1,"GP [] / GAdv []|GP []"
train-7520,24,reflecta,1,"GN [nom]|GN [ac]"
train-2789,5,face,3,"GN [nom]|GV [(ca) să]"
train-556,2,întoarce,1,"_|GP []"
train-1481,26,angaja,3,"GN [nom]|_|_|V [să / că]|_"
train-1511,7,difuza,1,"GN [nom]|GN [ac]"
train-571,2,ridica,1,"GN [nom]|GN [ac] / V [se]|GP []|GP [] / GAdv []|GN [ac] / GP [cu] / GAdv []|GP []"
test-302,21,avea,1,"GN [nom]|GN [ac]"
train-7314,1,urma,1,"GP [după] / GN [dat]|_"
train-584,2,afla,2,"_|GP [] / GAdv []"
train-7938,12,stabili,1,"GN [ac] / GV [că] / GV [unde / cum…]"
train-626,6,deschide,1,"GN [ac]"
test-12,12,lucra,1,"_|GN [nom]"
train-7570,33,oferi,3,"GN [nom]|GN [ac]"
train-3133,14,aduce,1,"GN [ac]|GN [dat] / GP [] / GAdv []|_"
test-113,7,oferi,1,"GN [nom]|GN [dat]|GN [ac]|_"
test-416,19,trece,12,"GP [prin]"
dev-1,32,lua,3,"GN [nom]|GN [ac]|GP [] / GAdv [] / GP [la] / V [la sup.]"
train-1509,22,asigura,1,"GN [ac]"
train-3060,3,sta,2,"GN [nom]|GP [] / GAdv []"
train-7366,7,face,1,"GN [ac]|_"
test-441,12,interzice,1,"GN [nom]|GN [ac] / GV [(ca) să]"
train-1471,23,cere,1,"GN [ac] / GV [(ca) să]"
train-22,3,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-1418,8,proveni,1,"GN [nom]|GP [din / de la]"
train-235,3,bănui,1,"GN [nom]|GV [că]"
dev-674,4,avea,1,"GN [nom]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-1450,6,hotărî,1,"GN [nom]|GN [ac] / GV [că] / GV [(ca) să] / GV [unde / cum… +rezultat] / GP [asupra / cu privire la]|_|_"
train-285,16,arăta,2,"GP [ca / a / de] / GAdj [nom] / GAdv [] / V [să / inf. / part.] / V [de sup.]|GN [nom]"
train-560,18,face,1,"_|GN [ac]"
train-2485,2,avea,1,"GN [ac]"
train-1098,11,contracta,1,"GN [nom]|_|GN [ac]"
test-323,4,răspunde,1,"GN [nom]|_|GN [dat]"
train-7614,9,spune,5,"GN [ac] / GAdv [cum / așa]|GN [dat]|_|_"
test-344,4,crește,1,"GAdj [nom] / GP [cu / de] / GAdv [] / V [ger.]"
train-1269,6,începe,2,"GN [nom]|GN [ac] / V [să]|_|_"
test-462,19,parcurge,1,"GN [ac]|_"
train-417,2,exista,1,"GP [] / GAdv []|GN [nom]|GP [] / GAdv []"
test-366,16,răspunde,2,"GN [nom]|_|GP [la] / GN [dat]"
train-2749,10,opri,10,"GN [nom]|GP [asupra / la]"
train-2838,1,proceda,1,"GAdv [] / GP []"
train-7280,15,lăsa,3,"GN [nom]|GAdj [ac] / GN [ac] / GP [] / GAdv [] / GV [ger. / part. / sup.]|GN [ac]"
train-2439,4,lucra,1,"_|_"
test-713,4,constitui,1,"GN [ac]|GN [nom]"
train-1914,25,exclude,3,"_|GN [ac]"
train-23,3,face,1,"GN [nom]|_|_|GN [ac]|_"
train-1579,39,informa,1,"GV [că] / GP [asupra / despre / în privința / privitor la / de] / GV [unde / cum…]|GN [nom]|_|GN [ac]|_"
test-206,13,muri,1,"_|GN [nom]|_"
train-226,29,lua,16,"GN [nom]|_|_|_"
train-1297,5,informa,1,"GN [ac]|GV [că] / GP [asupra / despre / în privința / privitor la / de] / GV [unde / cum…]"
train-2286,16,sprijini,1,"GN [nom]|_|GN [ac]"
dev-564,22,depăși,1,"GN [nom]|_|GN [ac]"
train-2464,6,rămâne,4,"V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []|GN [nom]|_|_"
train-8021,12,baza,1,"GN [nom]|_|_|_|GP [pe]"
train-802,1,avea,1,"GN [ac]"
test-502,10,face,1,"_|GN [nom]|GN [ac]"
test-70,47,folosi,1,"GN [ac]|GP [] / GV []"
train-1865,11,include,1,"GN [nom]|GN [ac]"
train-7087,24,dezvolta,1,"_|_|GN [nom]|_|_|GP []"
dev-25,69,lăsa,2,"_|GN [nom]|GN [ac]|GV [să]"
dev-497,13,marca,2,"GN [ac]"
train-2839,12,părea,2,"GN [nom] / GV [să / că]|GN [nom] / GAdj [nom] / GP [] / V [part. / inf.] / V [de sup.] / GAdv []"
train-721,7,ști,1,"_"
train-619,14,trage,1,"GN [ac] / GP [de]"
train-574,4,culege,1,"_|GN [ac]"
test-147,14,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|GN [nom]|_"
dev-53,11,vedea,2,"GN [ac] / V [se]|GP [] / GP [] / GAdj [ac] / GV [ger. / part.] / GN [ac] / GV [că] / GV [unde / cum…]"
test-408,4,trece,15,"GN [nom]"
train-7972,5,avea,1,"GN [nom]|GN [ac]"
train-7350,13,crește,2,"GN [nom]|GN [ac]"
dev-180,4,hotărî,1,"GN [nom]|GN [ac] / GV [că] / GV [(ca) să] / GV [unde / cum… +rezultat] / GP [asupra / cu privire la]"
test-443,11,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]|GP []"
train-104,11,sta,2,"_|GP [] / GAdj [nom]|GP [] / GAdv []"
dev-291,2,bate,6,"GN [nom]|GP [din]"
test-665,6,reprezenta,1,"GN [nom]|GN [ac]|_"
train-134,3,lovi,1,"GN [nom]|GN [ac]|GP []"
train-7890,25,încheia,1,"GN [ac]"
train-1235,33,prelua,1,"GN [ac]"
train-1305,19,demara,1,"GN [nom]|_"
train-642,25,coborî,1,"GP [] / GAdv []|GN [ac] / GAdv [] / GP [cu / de]"
train-179,25,înțelege,3,"_|GN [nom]|GV [că] / GV [unde / cum…]"
train-213,41,păstra,2,"GN [ac] / V [se]|GP [pentru] / GN [dat]|GAdj [ac / nom] / GP [] / GN [nom]|_"
test-38,7,trece,14,"GN [nom]|GN [dat]"
dev-331,6,reclama,1,"GN [nom]|GP [la] / GN [dat]|GV [că] / GN [ac]"
train-1454,10,suferi,3,"GN [nom]|GN [ac]|_"
test-109,6,prefera,1,"GN [nom]|GN [ac] / GV [(ca) să]"
train-2188,9,reuși,1,"_|GN [nom]|V [să] / V [inf.]"
dev-458,24,asemăna,2,"GN [nom]|_|GP [cu]"
train-1431,28,așeza,1,"GN [ac] / V [se]|GP [] / GAdv []"
train-2609,11,locui,1,"_|_|GP [] / GAdv []"
dev-81,23,viza,1,"GN [nom]|GN [ac]"
train-7354,16,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|_"
train-755,5,face,1,"GN [ac]|_"
train-951,3,aproba,4,"GN [nom]|_|GN [ac]|_"
train-911,9,pleca,1,"GP [] / GAdv []|GP []|GP []|GN [nom]"
train-1803,74,presupune,1,"_|GV [că] / GN [ac]"
train-3391,6,zice,5,"GN [dat]|GN [ac] / GAdv [cum / așa]"
train-8000,10,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
test-65,11,relata,1,"GN [ac] / GP [despre] / GV [că] / GV [unde / cum…] / GV [-]|_"
train-3,27,crea,1,"GN [ac]|_"
train-2085,4,înregistra,2,"GN [ac]|_|_"
train-1809,3,respecta,1,"GN [nom]|GN [ac]"
train-7378,1,rămâne,4,"V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []|GN [nom]|_"
train-1826,15,intra,1,"GN [nom]|GP [] / GAdv []"
dev-349,11,reflecta,2,"_|GN [nom]|GN [ac]"
train-1523,4,preciza,1,"GN [nom]|GV [că] / GV [unde / cum…] / GN [ac] / GV [că] / GV [-]"
train-1625,17,informa,1,"_|GN [nom]|_|GN [ac]|GV [că] / GP [asupra / despre / în privința / privitor la / de] / GV [unde / cum…]"
train-334,32,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|_|GN [ac]"
dev-507,9,înmuia,2,"GN [nom]|_"
test-170,52,urma,5,"GN [nom]|V [să] / V [inf.]"
test-284,6,lua,2,"GN [ac]|GP [] / GN [dat]"
train-7172,17,prezenta,4,"GN [ac]"
test-523,6,participa,1,"GP [la / în]"
train-2297,3,obține,1,"GN [nom]|_|GN [ac]"
train-331,11,apărea,1,"GP [] / GAdv []|GN [nom]|GP [] / GAdv []|_"
train-2134,10,cunoaște,7,"GN [nom]|GN [ac]"
train-3336,8,fugi,1,"GN [nom]|GP []"
train-821,7,proveni,1,"GN [nom]|GP [din / de la]|_|_|_"
train-1770,15,prezenta,4,"GN [nom]|GN [ac]"
test-343,13,duce,4,"GP [la]"
train-221,1,lua,2,"GN [ac]|GP [] / GN [dat]"
test-92,3,executa,1,"_|GN [ac]"
train-2881,5,căuta,1,"GN [ac]"
test-551,7,însemna,1,"GN [nom] / GV [să] / GV [dacă] / V [inf.]|GN [nom] / GV [că] / GV [să] / V [inf.]"
test-211,6,respecta,1,"GN [ac]"
dev-139,9,trimite,1,"GN [ac]|GP [] / GAdv [] / GN [dat]"
train-70,3,mirosi,3,"GN [nom]|GP [a] / GAdv []"
train-430,13,urmări,1,"_|GN [ac]|GN [nom]"
train-7105,11,interzice,1,"_|GN [nom]|GN [ac] / GV [(ca) să]|_|_"
dev-10,19,exprima,3,"_"
test-27,18,pierde,7,"GN [nom]|GP []|GP [de]"
train-1814,4,prezenta,4,"GN [nom]|GN [dat] / GP [în fața]|GP [] / GAdj [ac] / GV [part.]|GN [ac]"
test-705,11,afla,2,"GN [nom]|_|GP [] / GAdv []|_"
train-431,3,uita,1,"_|GP [] / GAdv []"
train-7896,2,conține,1,"GN [nom]|GN [ac]|_"
train-296,15,veni,1,"GP [] / GAdv []|GN [nom]"
train-2997,8,începe,1,"GP [] / GAdv []"
train-931,6,suna,1,"_|GP [la] / GAdv [] / GP [pe]"
train-870,3,arde,2,"GN [nom]|_|_"
train-1949,37,prezenta,4,"GN [nom]|GN [ac]"
train-1641,55,depăși,1,"GN [nom]|GP []|_|GN [ac]"
train-2770,21,ajunge,2,"GP [la]"
dev-231,14,monta,2,"_|GN [nom]|_|GN [ac]"
train-7865,6,comunica,4,"GP [cu / între]|GP [prin]"
train-478,23,vrea,1,"GV [(ca) să]"
train-725,3,veni,1,"GN [nom]|GP [] / GAdv []"
train-635,15,pierde,3,"_|GN [nom]|GN [ac]"
dev-264,19,da,2,"GN [ac]|GN [dat]"
train-7580,9,asigura,1,"_|GN [nom]|GN [ac]"
train-1663,12,informa,1,"GV [că] / GP [asupra / despre / în privința / privitor la / de] / GV [unde / cum…]|GN [nom]|_|GN [ac]|_"
train-1303,11,declara,1,"GN [nom]|GN [dat] / GP [la]|GV [că] / GV [unde / cum…]"
train-3162,5,aștepta,4,"GN [nom]|GN [ac]"
train-893,9,adopta,1,"GN [nom]|GN [ac]"
train-1713,12,furniza,1,"GN [dat]|GN [ac]"
train-7971,23,apropia,1,"_|GN [nom]|_|_|GP [de]"
train-111,4,crede,1,"_|GV [că] / GN [ac]"
dev-69,4,ști,1,"_|GN [nom]|GV [că] / GV [unde / cum…] / GN [ac]"
dev-73,4,provoca,2,"GN [nom]|GN [ac]|_"
dev-424,13,închide,3,"GN [ac]"
dev-13,9,citi,1,"_|GP []|GN [nom]|GN [ac]"
train-3394,24,forma,2,"GN [nom]|_|_|GN [ac]"
train-3175,10,rămâne,5,"GV [(ca) să] / GV [de sup.];GN [dat]|GV [să] / GV [de sup.];GN [nom]|V [să]"
train-7754,9,crește,1,"GN [nom]|_"
dev-123,12,avea,1,"GN [nom]|GN [ac]"
train-1356,21,declara,1,"GN [nom]|GV [că] / GV [unde / cum…]"
train-1238,3,începe,2,"GN [nom]|GN [ac] / V [să]"
train-2715,3,evita,1,"GN [nom]|_|GN [ac] / V [să]"
test-102,2,povesti,1,"GN [nom]|GN [ac] / GP [despre] / GV [unde / cum…] / GV [că]"
train-61,2,vorbi,2,"GN [nom]|GP [despre / de] / GV [că]|_|_"
test-681,19,conține,1,"GN [nom]|GN [ac]"
train-898,1,primi,1,"GN [ac]"
train-2897,4,lipsi,2,"GN [nom] / V [să]|GN [dat]|_|_"
dev-277,25,complica,1,"_|GN [ac]"
train-3051,2,opri,2,"_"
train-2032,10,determina,2,"_|GN [nom]|GN [ac]|_"
dev-181,17,respecta,1,"GN [nom]|GN [ac]"
train-1356,37,organiza,1,"GN [nom]|GN [ac]|GP [] / GP [după] / GAdv []"
train-7881,4,arăta,3,"GN [nom]|GV [că / să] / GV [unde / cum…] / GP []"
train-7768,4,scădea,1,"GN [nom]|GP [] / GAdv []|_"
train-136,18,juca,4,"GN [nom]|GN [ac] / GP [în / la]"
train-3015,5,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]|_"
test-524,21,contesta,1,"_|GN [nom]|GN [ac]"
train-2449,8,proceda,2,"GN [nom]|GP [la]"
train-3005,4,exista,1,"GN [nom]|GP [] / GAdv []"
train-1617,5,efectua,1,"GN [nom]|GN [ac]|_|_|_"
train-220,17,începe,2,"GN [nom]|GN [ac] / V [să]"
train-3178,9,vrea,1,"_|GN [nom]|GV [(ca) să]"
test-331,14,avea,1,"GN [ac]"
train-3388,20,ieși,1,"GP []|GN [nom]"
train-1071,6,concentra,3,"_|GN [nom]|_|GP [pe / asupra]"
train-2203,3,conține,1,"GN [nom]|_|GN [ac]"
train-2049,37,avea,1,"GN [ac]"
dev-442,11,vrea,1,"GV [(ca) să]"
train-3149,6,duce,1,"GN [nom]|GN [ac]|GP []|GP [] / GAdv []|GP []"
dev-431,6,începe,1,"GP [] / GAdv []"
train-3171,14,părea,2,"GN [nom] / GV [să / că]|GN [nom] / GAdj [nom] / GP [] / V [part. / inf.] / V [de sup.] / GAdv []"
test-176,4,informa,1,"GN [nom]|GN [ac]|_|GV [că] / GP [asupra / despre / în privința / privitor la / de] / GV [unde / cum…]"
train-7269,6,forma,2,"GN [nom]|GN [ac]|_"
train-7365,2,avea,1,"GN [nom]|_|GN [ac]"
train-455,6,repeta,5,"GN [nom]|_"
train-1372,12,ajunge,1,"GN [nom]|GP []"
train-2364,14,trezi,4,"GN [ac]"
train-2885,34,indica,1,"GN [ac] / GV [că] / GV [unde / cum…]|GN [dat]"
test-385,3,urma,5,"GN [nom]|V [să] / V [inf.]"
train-7130,25,spune,2,"GP []|GN [nom]|GN [dat]|GV [să]"
dev-171,7,exploda,1,"_|GN [nom]|_|_"
test-564,18,ajunge,2,"GP [la]"
train-353,4,afla,2,"GP [] / GAdv []|_|_|_|GN [nom]"
train-2535,13,apăra,1,"GN [ac]"
dev-216,10,rămâne,1,"_|GP [] / GAdv []"
train-2398,20,rămâne,4,"V [part.] / GAdj [nom] / GN [nom] / GP [] / V [ger.] / V [de sup.] / GAdv []"
train-863,3,presupune,2,"GN [nom]|GN [ac] / GV [(ca) să]"
test-218,2,face,8,"_|GN [ac]|_|_"
train-3121,7,părea,3,"GN [dat]|GV [că] / GV [-];GN [dat]|GN [nom] / GV [să / că]|GN [nom] / GAdj [nom] / GP [] / V [de sup.] / V [part. / inf.] / GAdv []"
test-169,6,reprezenta,1,"GN [nom]|GN [ac]"
train-1867,12,considera,2,"GN [ac] / V [se]|GAdj [ac] / GP [ca (fiind) / drept] / GN [ac]"
train-1363,6,vorbi,2,"_|GN [nom]|GP [despre / de] / GV [că]"
train-7824,6,întoarce,3,"GN [ac]"
train-7104,14,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|_"
train-97,1,merge,1,"GP [] / GAdv []|GN [nom]|_|GP []|_"
train-2068,9,exista,1,"GP [] / GAdv []|GP [] / GAdv []|GN [nom]"
train-7850,2,impune,2,"GN [nom]|GN [ac] / GV [(ca) să]"
train-7288,1,apărea,1,"GP [] / GAdv []"
dev-562,9,participa,1,"GN [nom]|GP [la / în]|_"
train-2875,14,scăpa,3,"_|_|GP [de]"
train-7190,15,evita,2,"_|GN [ac] / GV [(ca) să]"
